Course ID	Subject	Catalog	Subject Description	 Course Description	Attribute Formal Desc
21473	ECON	 351S	ECO/POL PERFORM. CIVILIZATIONS	Critical survey of theories concerning the economic and political development of major civilizations, with an emphasis on the causes of differences that took shape and persisted over long time periods. The theories covered address the roles of institutions, cultures, legal systems, beliefs, family structures, religions, institutions, technologies, geography, and natural resources. Interactions between economic and political development. Prerequisite: Econ 201D, or instructor consent.	(R) Research
21473	ECON	 351S	ECO/POL PERFORM. CIVILIZATIONS	Critical survey of theories concerning the economic and political development of major civilizations, with an emphasis on the causes of differences that took shape and persisted over long time periods. The theories covered address the roles of institutions, cultures, legal systems, beliefs, family structures, religions, institutions, technologies, geography, and natural resources. Interactions between economic and political development. Prerequisite: Econ 201D, or instructor consent.	(SS) Social Sciences
21473	ECON	 351S	ECO/POL PERFORM. CIVILIZATIONS	Critical survey of theories concerning the economic and political development of major civilizations, with an emphasis on the causes of differences that took shape and persisted over long time periods. The theories covered address the roles of institutions, cultures, legal systems, beliefs, family structures, religions, institutions, technologies, geography, and natural resources. Interactions between economic and political development. Prerequisite: Econ 201D, or instructor consent.	Seminar
21473	POLSCI	 327S	ECO/POL PERFORM. CIVILIZATIONS	Critical survey of theories concerning the economic and political development of major civilizations, with an emphasis on the causes of differences that took shape and persisted over long time periods. The theories covered address the roles of institutions, cultures, legal systems, beliefs, family structures, religions, institutions, technologies, geography, and natural resources. Interactions between economic and political development. Prerequisite: Econ 201D, or instructor consent.	(CCI) Cross Cultural Inquiry
21473	POLSCI	 327S	ECO/POL PERFORM. CIVILIZATIONS	Critical survey of theories concerning the economic and political development of major civilizations, with an emphasis on the causes of differences that took shape and persisted over long time periods. The theories covered address the roles of institutions, cultures, legal systems, beliefs, family structures, religions, institutions, technologies, geography, and natural resources. Interactions between economic and political development. Prerequisite: Econ 201D, or instructor consent.	(CZ) Civilizations
21473	POLSCI	 327S	ECO/POL PERFORM. CIVILIZATIONS	Critical survey of theories concerning the economic and political development of major civilizations, with an emphasis on the causes of differences that took shape and persisted over long time periods. The theories covered address the roles of institutions, cultures, legal systems, beliefs, family structures, religions, institutions, technologies, geography, and natural resources. Interactions between economic and political development. Prerequisite: Econ 201D, or instructor consent.	(R) Research
21473	POLSCI	 327S	ECO/POL PERFORM. CIVILIZATIONS	Critical survey of theories concerning the economic and political development of major civilizations, with an emphasis on the causes of differences that took shape and persisted over long time periods. The theories covered address the roles of institutions, cultures, legal systems, beliefs, family structures, religions, institutions, technologies, geography, and natural resources. Interactions between economic and political development. Prerequisite: Econ 201D, or instructor consent.	(SS) Social Sciences
21473	POLSCI	 327S	ECO/POL PERFORM. CIVILIZATIONS	Critical survey of theories concerning the economic and political development of major civilizations, with an emphasis on the causes of differences that took shape and persisted over long time periods. The theories covered address the roles of institutions, cultures, legal systems, beliefs, family structures, religions, institutions, technologies, geography, and natural resources. Interactions between economic and political development. Prerequisite: Econ 201D, or instructor consent.	Seminar
21511	POLSCI	 497S-6	SENIOR SEM IN POL ECONOMY	Special topics in political economy; open also, if places are available, to qualified juniors who have earned a 3.0 average and obtain the consent of the instructor.	(SS) Social Sciences
21511	POLSCI	 497S-6	SENIOR SEM IN POL ECONOMY	Special topics in political economy; open also, if places are available, to qualified juniors who have earned a 3.0 average and obtain the consent of the instructor.	Seminar
21537	KOREAN	 455S	KOREAN POLITICS AND SOCIETY	An advanced class for students having completed a fourth year course in Korean, or for international students schooled in Korea. Explores controversial issues in contemporary South Korea such as economic aid to North Korea, restrictions on online anonymity, legal status of immigrants, the US-Korea Free Trade Agreement, revision of National Security Laws, with focus on their ethical dimensions, diverging perspectives, underlying ideologies, and historical contexts. Course materials drawn from media and academic publications in Korean. Prerequisite: Korean 407S or 408S. Students with equivalent preparation to the prerequisite course may contact instructor for a permission number.	(CCI) Cross Cultural Inquiry
21537	KOREAN	 455S	KOREAN POLITICS AND SOCIETY	An advanced class for students having completed a fourth year course in Korean, or for international students schooled in Korea. Explores controversial issues in contemporary South Korea such as economic aid to North Korea, restrictions on online anonymity, legal status of immigrants, the US-Korea Free Trade Agreement, revision of National Security Laws, with focus on their ethical dimensions, diverging perspectives, underlying ideologies, and historical contexts. Course materials drawn from media and academic publications in Korean. Prerequisite: Korean 407S or 408S. Students with equivalent preparation to the prerequisite course may contact instructor for a permission number.	(CZ) Civilizations
21537	KOREAN	 455S	KOREAN POLITICS AND SOCIETY	An advanced class for students having completed a fourth year course in Korean, or for international students schooled in Korea. Explores controversial issues in contemporary South Korea such as economic aid to North Korea, restrictions on online anonymity, legal status of immigrants, the US-Korea Free Trade Agreement, revision of National Security Laws, with focus on their ethical dimensions, diverging perspectives, underlying ideologies, and historical contexts. Course materials drawn from media and academic publications in Korean. Prerequisite: Korean 407S or 408S. Students with equivalent preparation to the prerequisite course may contact instructor for a permission number.	(EI) Ethical Inquiry
